ply_file,plane_id,color_name,color_r,color_g,color_b,normal_x,normal_y,normal_z,distance,inlier_count,inlier_ratio,rmse,score,estimated_trials,configured_max_trials
a127.ply,0,rouge,1.0,0.0,0.0,-0.00046139252365364836,0.00022039643623357363,0.9999998692711665,0.9259427157925484,1928990,0.188531350756431,0.029013611825339538,0.5122979314623465,685,1000
a127.ply,1,vert,0.0,1.0,0.0,0.006438215963790695,0.00015655454350784555,0.9999792622179114,-2.090357102116104,1805185,0.17643117196836058,0.04686431854432881,0.5045327760687298,837,1000
a127.ply,2,bleu,0.0,0.0,1.0,-0.001065236431782613,0.004100978371862928,0.9999910235835809,-1.8874587117127366,1359137,0.13283632080676588,0.06474803333096796,0.47786988335729913,1963,1000
a127.ply,3,jaune,1.0,1.0,0.0,0.01658300448285919,0.0013397490038595044,0.9998615949394838,0.44202784741817686,1126256,0.11007551359910364,0.06946091229085587,0.46408005805636965,3451,1000
a127.ply,4,magenta,1.0,0.0,1.0,-0.6159733704378764,0.7877256674056637,-0.0080672065614184,-9.674896298825804,969345,0.09473969393257228,0.04075126832823796,0.45569084511799285,5414,1000
a127.ply,5,cyan,0.0,1.0,1.0,-0.6127887330454226,0.7901595519619319,-0.011741000634732822,-14.745707329606542,757907,0.07407463514987343,0.042515089569454996,0.44324190624414755,11328,1000
