ply_file,plane_id,normal_x,normal_y,normal_z,distance,inlier_count,inlier_ratio,rmse,score
a127.py,,,,,,,0.1516364830872623,0.2781319931214089,
a127.ply,0.0,-0.0015320066742241613,-0.01365515096259303,0.9999055904462876,-0.546787736060717,1534750.0,0.14999999511321077,0.2732052560711454,0.4822702302112662
a127.ply,1.0,-0.00132706109959505,-0.013311735972601572,0.999910514292271,-0.5507177952265575,1304538.0,0.12750004471412135,0.6545471591450391,0.45798099461936004
a127.ply,2.0,-0.0014362282902278937,-0.001226032144197317,0.9999982170441503,-0.6497038452054975,1108857.0,0.10837500868626784,0.9019061552415777,0.4395074715930489
a127.ply,3.0,-0.0022028466049066196,-0.008111780871689485,0.9999646726139504,-0.6876810247694983,942529.0,0.09211881113800909,1.0989641191711288,0.42417841333480627
a127.ply,4.0,0.0030602561427568327,0.015270858075029599,0.999878710506426,-0.6223680612663964,801149.0,0.07830092593904786,1.1795090886205315,0.413608832078086
a127.ply,5.0,0.006402840250273917,-0.04845477213867376,0.9988048551602664,-0.3547357980216775,680977.0,0.06655582125571523,1.2651690028879212,0.40413820254843297
