ply_file,plane_id,inlier_ratio,rmse,planarity
a127.ply,0,0.17051581135312555,0.037815793969218504,0.00019255317642493172
a127.ply,1,0.19079745265360962,0.033145846346918306,0.00013218773037841413
a127.ply,2,0.10259481666086279,0.036251077558266696,0.0001734467113159354
a127.ply,3,0.12451460744373326,0.0350980659355404,0.00018224882434678602
a127.ply,4,0.0782032878904288,0.04613429460645791,0.0005730654437621535
a127.ply,5,0.05485958446458431,0.07026096867788728,0.0016900305064255238
